epoch,val_error1,val_error5,val_loss,train_error1,train_error5,train_loss
1,0.8859114583333333,0.6610677083333334,3.633255898952484,0.9327864583333333,0.77140625,3.7298920154571533
2,0.880625,0.652890625,3.6128334653377534,0.8985677083333333,0.6894010416666667,3.6330909729003906
3,0.8776302083333334,0.64765625,3.593584945599238,0.8968229166666667,0.6857552083333334,3.6593737602233887
4,0.876328125,0.6426822916666667,3.5810352925459545,0.8948437499999999,0.6815364583333333,3.6786811351776123
5,0.8733333333333333,0.6372395833333333,3.5667554247379303,0.888828125,0.6715885416666667,3.665588140487671
6,0.8704947916666667,0.6306770833333333,3.548417109847069,0.8877604166666666,0.6708854166666667,3.6963109970092773
7,0.8674479166666667,0.6251822916666667,3.5333487445116045,0.8855208333333333,0.6631510416666666,3.8817505836486816
8,0.8657552083333333,0.6220572916666667,3.5217294812202455,0.8859635416666667,0.6601302083333334,3.4309232234954834
9,0.8623697916666666,0.61609375,3.505293813943863,0.88125,0.6554947916666667,3.5677127838134766
10,0.8592447916666667,0.6102604166666667,3.4902987786134085,0.8801822916666666,0.6522135416666667,3.5817201137542725
11,0.8570572916666667,0.6068489583333334,3.480157300233841,0.8780989583333333,0.6490364583333333,3.647812843322754
12,0.85484375,0.6012760416666667,3.466551643013954,0.8773177083333333,0.6453125,3.617887258529663
13,0.8518229166666667,0.5960416666666667,3.451833893855413,0.8744270833333333,0.6406510416666666,3.440775156021118
14,0.849375,0.5919531250000001,3.4361488723754885,0.874765625,0.6405729166666667,3.3596856594085693
15,0.8472135416666666,0.5891145833333333,3.42394387503465,0.8706510416666666,0.6310677083333334,3.577662229537964
16,0.8431510416666667,0.5834114583333334,3.4079783920447033,0.869765625,0.6304947916666667,3.3349339962005615
17,0.84109375,0.5790364583333334,3.3959145973126095,0.86671875,0.6267447916666666,3.4432060718536377
18,0.8378645833333334,0.5762499999999999,3.3824028994639717,0.865234375,0.6251822916666667,3.5717990398406982
19,0.8357291666666666,0.57296875,3.3713139273722965,0.86078125,0.6207552083333333,3.501581907272339
