epoch,val_error1,val_error5,val_loss,train_error1,train_error5,train_loss
1,0.38960937500000004,0.131484375,1.3993915622184674,0.49572916666666667,0.2075520833333333,2.0308725833892822
2,0.38960937500000004,0.131953125,1.3975659739474455,0.4931510416666667,0.2053125,1.7982765436172485
3,0.38807291666666666,0.13145833333333334,1.3976097447921831,0.488671875,0.20757812499999995,1.5943057537078857
4,0.3879166666666667,0.13093750000000004,1.3954191633562247,0.4911458333333333,0.20403645833333328,1.6116747856140137
5,0.38796875,0.13044270833333338,1.3947779992222786,0.48835937500000004,0.20546874999999998,1.9798650741577148
6,0.38755208333333335,0.13096354166666668,1.394739769498507,0.48682291666666666,0.20223958333333336,1.8152045011520386
7,0.3877604166666667,0.13091145833333329,1.3943840798735618,0.4898177083333334,0.2059375,1.5820122957229614
8,0.3878125,0.13083333333333336,1.394701410109798,0.4886979166666666,0.2064583333333333,1.8039650917053223
9,0.38726562499999995,0.13130208333333337,1.3937303680181503,0.48929687499999996,0.20382812500000003,1.6884353160858154
10,0.38708333333333333,0.13093750000000004,1.3933427222073078,0.4865104166666666,0.201796875,1.312148094177246
11,0.386953125,0.13135416666666666,1.3937214487046004,0.48906249999999996,0.20351562499999998,1.6816248893737793
12,0.386328125,0.13018229166666662,1.3913325321425993,0.48997395833333335,0.2006510416666667,1.669679045677185
13,0.3881510416666667,0.13098958333333333,1.3951395385960739,0.48940104166666665,0.20132812499999997,1.8675106763839722
14,0.386953125,0.1314322916666667,1.3937983685731887,0.491328125,0.20263020833333334,1.5108962059020996
15,0.38664062499999996,0.13,1.3920700857043267,0.48624999999999996,0.20276041666666667,1.8276047706604004
16,0.38609375,0.1301041666666667,1.3899293499688308,0.49278645833333334,0.20195312499999996,1.8214032649993896
17,0.38617187500000005,0.12989583333333332,1.3919021167357764,0.48929687499999996,0.20223958333333336,1.754225492477417
18,0.3870572916666667,0.1300520833333333,1.3915387336661418,0.48658854166666665,0.20406250000000004,1.8262853622436523
19,0.38674479166666664,0.13015624999999997,1.3920053422699372,0.48739583333333336,0.20690104166666667,1.5983659029006958
20,0.3859635416666667,0.1294791666666667,1.3916066914548477,0.48705729166666667,0.20106770833333332,1.6612608432769775
21,0.3865364583333334,0.13018229166666662,1.3914687088876962,0.4887239583333334,0.20440104166666662,1.6481761932373047
22,0.3859114583333333,0.13080729166666671,1.3908730871478716,0.48416666666666663,0.20356770833333337,1.7005184888839722
23,0.386484375,0.13018229166666662,1.3902948850144943,0.4857552083333333,0.20190104166666667,2.119036912918091
24,0.38697916666666665,0.13096354166666668,1.3907451786100864,0.48773437500000005,0.203984375,1.8427618741989136
25,0.3858072916666667,0.12989583333333332,1.3898017587016027,0.48484375,0.20177083333333334,1.8101625442504883
26,0.38570312500000004,0.13031250000000005,1.3898240523785352,0.4870052083333334,0.20546874999999998,1.6073890924453735
27,0.3861458333333333,0.13020833333333337,1.3915578761448464,0.48648437499999997,0.203984375,2.1445555686950684
28,0.3851041666666667,0.12979166666666664,1.3886355656882128,0.4892447916666667,0.20546874999999998,1.8326467275619507
29,0.3866666666666667,0.13013020833333333,1.389032886425654,0.48906249999999996,0.20372395833333334,1.820229172706604
30,0.38645833333333335,0.12963541666666667,1.389701358154416,0.487578125,0.2045052083333333,1.5395845174789429
31,0.3859114583333333,0.13007812500000004,1.389691354582707,0.48609375,0.2039322916666667,1.9173245429992676
32,0.385625,0.1301041666666667,1.389488659054041,0.48682291666666666,0.203359375,1.7552781105041504
33,0.3864322916666667,0.12992187499999996,1.3903974781930446,0.48502604166666663,0.20187500000000003,1.5302098989486694
34,0.3854427083333334,0.12963541666666667,1.3884952260305483,0.488515625,0.20328124999999997,2.0840511322021484
35,0.3859635416666667,0.12973958333333335,1.389333170503378,0.48796874999999995,0.20440104166666662,2.035388469696045
36,0.38549479166666667,0.12997395833333336,1.389424811452627,0.488515625,0.20502604166666671,1.862060785293579
37,0.3854427083333334,0.12955729166666663,1.3893925940990448,0.48559895833333333,0.19966145833333337,1.7714347839355469
38,0.38549479166666667,0.12911458333333337,1.3882535674174628,0.4838541666666667,0.20380208333333338,1.9865466356277466
39,0.3854427083333334,0.13039062499999998,1.3900942386190096,0.484609375,0.20111979166666671,1.7482247352600098
40,0.38554687499999996,0.12888020833333336,1.387870472446084,0.486328125,0.20096354166666663,1.8496407270431519
41,0.38549479166666667,0.130234375,1.3878206455210844,0.48796874999999995,0.20757812499999995,1.7562226057052612
42,0.38468749999999996,0.13013020833333333,1.387926033884287,0.4884114583333333,0.2052604166666666,2.082383394241333
43,0.38468749999999996,0.1291927083333333,1.386941709841291,0.486953125,0.20505208333333336,1.8496702909469604
44,0.385625,0.12895833333333329,1.388405838534236,0.48859375000000005,0.20286458333333335,1.4895830154418945
45,0.38497395833333337,0.1294270833333333,1.3883466918518146,0.4866145833333333,0.20419270833333336,1.923781156539917
46,0.38450520833333335,0.1294270833333333,1.388886358489593,0.4860416666666667,0.20315104166666664,1.5043936967849731
47,0.38687499999999997,0.12992187499999996,1.3887094373752673,0.4881770833333333,0.203359375,1.686091423034668
48,0.38554687499999996,0.12937500000000002,1.3877646617591382,0.48664062500000005,0.20291666666666663,1.437604308128357
49,0.3851041666666667,0.12997395833333336,1.3890483877807855,0.4869010416666667,0.2019270833333333,1.372234582901001
50,0.385234375,0.12945312499999995,1.387650509700179,0.48421875000000003,0.19895833333333335,2.097259521484375
51,0.3846614583333333,0.12903645833333333,1.3860660573095083,0.48492187499999995,0.20026041666666672,2.111741304397583
52,0.38570312500000004,0.12986979166666668,1.387715866987904,0.48687499999999995,0.20372395833333334,1.9841188192367554
53,0.38565104166666664,0.12968749999999996,1.388611914217472,0.4903385416666667,0.20078125000000002,1.489564299583435
54,0.38611979166666666,0.12929687499999998,1.3871218487123649,0.48658854166666665,0.20377604166666663,1.39399254322052
55,0.38468749999999996,0.1294791666666667,1.3869807990143697,0.4902864583333333,0.20348958333333333,1.6226179599761963
56,0.3848958333333333,0.1292447916666667,1.387135398760438,0.4848958333333333,0.20132812499999997,1.858712911605835
57,0.38593750000000004,0.129765625,1.385987863689661,0.4884114583333333,0.20187500000000003,2.0576488971710205
58,0.385,0.12929687499999998,1.3856640510261058,0.48958333333333337,0.20411458333333332,1.9648813009262085
59,0.385625,0.12945312499999995,1.3859116196632386,0.49072916666666666,0.20320312500000004,1.8885340690612793
60,0.3856770833333333,0.12950520833333334,1.3867473310480516,0.4855729166666667,0.2045572916666667,1.751942753791809
61,0.38526041666666666,0.12934895833333337,1.3869902183363836,0.485859375,0.20234375000000004,2.0747933387756348
62,0.38416666666666666,0.12880208333333332,1.3847520866990088,0.4897916666666666,0.20200520833333335,2.0723066329956055
63,0.3846354166666667,0.12888020833333336,1.3842744255562622,0.48609375,0.20497395833333332,1.7953702211380005
64,0.38611979166666666,0.129765625,1.3868956468005975,0.48710937499999996,0.20046874999999997,1.4834924936294556
65,0.38492187499999997,0.12885416666666671,1.3861106238514185,0.4865625,0.20013020833333328,1.6262444257736206
66,0.385625,0.12903645833333333,1.3864215760926406,0.48354166666666665,0.20343750000000005,1.8897042274475098
67,0.38479166666666664,0.12932291666666662,1.3844611748556297,0.4888541666666667,0.202890625,1.8153139352798462
68,0.38473958333333336,0.128671875,1.3865110830962657,0.48765625,0.20356770833333337,1.9586578607559204
69,0.3848958333333333,0.12929687499999998,1.3853319817781449,0.4840885416666667,0.20299479166666667,1.8626677989959717
70,0.38497395833333337,0.12848958333333338,1.3841806965569654,0.48440104166666664,0.19908854166666667,1.7664474248886108
71,0.38453125,0.12885416666666671,1.3847120965023836,0.4864583333333333,0.2005989583333333,1.607987642288208
72,0.3853385416666667,0.12846354166666663,1.3863319137692451,0.48578125000000005,0.20166666666666666,1.7382004261016846
73,0.38492187499999997,0.12901041666666668,1.3847464369237423,0.48929687499999996,0.2028385416666667,1.6571921110153198
74,0.384296875,0.129140625,1.3860221615433692,0.48624999999999996,0.20338541666666665,1.8980510234832764
75,0.385390625,0.12973958333333335,1.3869439043849707,0.485,0.20187500000000003,1.6529316902160645
76,0.38455729166666663,0.128671875,1.3854889951397975,0.48531250000000004,0.2026041666666667,1.7584254741668701
77,0.38479166666666664,0.129765625,1.3846552380671104,0.4866666666666667,0.20315104166666664,1.7852047681808472
78,0.38479166666666664,0.128671875,1.3847379748771589,0.488515625,0.2048958333333334,1.8073441982269287
79,0.3850520833333333,0.12851562500000002,1.3854549529403448,0.48843749999999997,0.2023177083333333,1.844844102859497
80,0.384765625,0.12859374999999995,1.3842634175221125,0.4838541666666667,0.20156249999999998,1.7091912031173706
81,0.3845833333333334,0.12932291666666662,1.3844383640338978,0.48416666666666663,0.20372395833333334,1.7482094764709473
82,0.38302083333333337,0.12890625,1.3837905609607697,0.4861979166666667,0.20244791666666662,2.2298524379730225
83,0.3844791666666667,0.128046875,1.3848505863547325,0.4892447916666667,0.20664062500000002,1.8540313243865967
84,0.3844791666666667,0.128671875,1.3833279840648174,0.48510416666666667,0.2023177083333333,1.790588617324829
85,0.38468749999999996,0.1290885416666666,1.3859897818416358,0.4865104166666666,0.20005208333333335,1.7862399816513062
86,0.3852864583333333,0.12885416666666671,1.384833470036586,0.48640625000000004,0.19958333333333333,1.8479024171829224
87,0.38526041666666666,0.1283854166666667,1.3843311229844888,0.48648437499999997,0.20067708333333334,1.9805552959442139
88,0.3843489583333334,0.12825520833333337,1.3846717549860477,0.4839322916666666,0.20242187499999997,1.5637120008468628
89,0.3850520833333333,0.12851562500000002,1.3832762145251036,0.48624999999999996,0.20158854166666662,1.77277410030365
90,0.38440104166666667,0.128046875,1.3818765275428693,0.48703125,0.20182291666666663,1.461434006690979
91,0.3843229166666666,0.1283854166666667,1.3831822909166416,0.487890625,0.20513020833333329,1.8748053312301636
92,0.38455729166666663,0.12830729166666666,1.3859473353127638,0.48348958333333336,0.2025520833333333,1.7690355777740479
93,0.3852083333333334,0.12835937500000005,1.3841558233400186,0.484765625,0.20104166666666667,1.8302992582321167
94,0.38450520833333335,0.12830729166666666,1.3836697822809219,0.4861979166666667,0.2034114583333333,1.8920533657073975
95,0.38375000000000004,0.12843749999999998,1.3832529415438573,0.485,0.20033854166666665,1.9274795055389404
96,0.3856770833333333,0.12893229166666664,1.3845618092268706,0.4844270833333333,0.20210937500000004,1.8803595304489136
97,0.3844270833333333,0.12796874999999996,1.3823179667939742,0.4860416666666667,0.2043229166666667,1.8911300897598267
98,0.38359374999999996,0.12802083333333336,1.3829467492053906,0.482421875,0.20096354166666663,1.6221061944961548
99,0.3848177083333333,0.1287239583333334,1.382601685002446,0.48768229166666666,0.20234375000000004,1.4139784574508667
